,tsDate,spp,sex,X,tsHr,HrTimeHr,HrTide,HrTempF,HrDewPtF,HrHumid,HrSeaLvlPrs,HrVisMPH,HrWindSpd,HrGustSpd,HrPrecip,HrWindDirCirc,HrWeek,HrBirds,HrDets,HrChkAgeMean,HrSigMean,DailyDate,TempF,DewPtF,Humid,SeaLvlPrs,VisM,WindSpd,GustSpd,Precip,WindDirCirc,Birds,Dets,ChkAgeMean,SigMean,Dawn,Dusk,Sunrise,Sunset
1056,6/29/16,All,All,1056,6/29/16 2:00,6/29/16 2:00,0.196057381,68,66.9,96,29.92,10,11.5,,0,190,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1061,6/29/16,All,All,1061,6/29/16 3:00,6/29/16 3:00,0.37024866,68,66.9,96,29.91,10,8.1,,0,190,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1066,6/29/16,All,All,1066,6/29/16 4:00,6/29/16 4:00,0.601417385,68,66.9,96,29.9,10,9.2,,0,190,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1071,6/29/16,All,All,1071,6/29/16 5:00,6/29/16 5:00,0.798635444,68,66.55,95,29.89,10,8.1,,0,185,26,1,5,10,42,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1076,6/29/16,All,All,1076,6/29/16 6:00,6/29/16 6:00,0.886870521,68,66.55,95,29.895,10,9.8,,0,190,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1081,6/29/16,All,All,1081,6/29/16 7:00,6/29/16 7:00,0.851130831,69.175,66.375,90.75,29.89,10,8.65,,0,205,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1086,6/29/16,All,All,1086,6/29/16 8:00,6/29/16 8:00,0.712886753,69.45,66.55,90.5,29.895,10,8.65,,0,205,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1091,6/29/16,All,All,1091,6/29/16 9:00,6/29/16 9:00,0.488631059,69.56666667,68,94.66666667,29.90333333,2.5,7.7,,0,246.6704369,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1096,6/29/16,All,All,1096,6/29/16 10:00,6/29/16 10:00,0.236167065,70.8,68,90.5,29.9,9.5,6.35,,0,235,26,3,20,9.25,88.65,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1101,6/29/16,All,All,1101,6/29/16 11:00,6/29/16 11:00,0.06286615,72.04,68,86.8,29.896,10,6,,0,212.5446726,26,1,36,10,65.75,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1106,6/29/16,All,All,1106,6/29/16 12:00,6/29/16 12:00,0.008627409,73.525,68,82.75,29.8925,10,8.95,,0,189.9226706,26,3,39,10.58974359,56.17948718,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1111,6/29/16,All,All,1111,6/29/16 13:00,6/29/16 13:00,0.029442595,73.2,68.55,85,29.885,10,10.4,,0,175,26,5,40,10.275,38.35,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1116,6/29/16,All,All,1116,6/29/16 14:00,6/29/16 14:00,0.117092784,73.9,68,82,29.88,10,8.1,,0,180,26,1,8,12,61,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1121,6/29/16,All,All,1121,6/29/16 15:00,6/29/16 15:00,0.304376969,73.9,69.1,85,29.88,10,11.5,,0,180,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1126,6/29/16,All,All,1126,6/29/16 16:00,6/29/16 16:00,0.570914125,72.7,69.45,89.5,29.875,5.9,12.1,,0,195,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1131,6/29/16,All,All,1131,6/29/16 17:00,6/29/16 17:00,0.833563837,71.475,68.9,91.5,29.8725,2.25,11.5,,0,202.4952313,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1136,6/29/16,All,All,1136,6/29/16 18:00,6/29/16 18:00,1.005325463,69.98333333,66.91666667,89.83333333,29.87166667,1.033333333,11.71666667,,0,211.661961,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1141,6/29/16,All,All,1141,6/29/16 19:00,6/29/16 19:00,1.047710495,69.56666667,66.43333333,89.66666667,29.87666667,1.666666667,12.3,,0,220,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1146,6/29/16,All,All,1146,6/29/16 20:00,6/29/16 20:00,0.972832554,69.66,66.34,89,29.882,2.96,11.5,,0,231.9951193,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1151,6/29/16,All,All,1151,6/29/16 21:00,6/29/16 21:00,0.793364281,68,66.34,94.4,29.884,3.4,12.46,,0,243.9975561,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1156,6/29/16,All,All,1156,6/29/16 22:00,6/29/16 22:00,0.536449018,68,66,93,29.91,10,11.5,,0,240,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1161,6/29/16,All,All,1161,6/29/16 23:00,6/29/16 23:00,0.296107115,68,66,93,29.91,10,11.5,,0,240,26,0,0,,,6/29/16,70.08870968,67.23870968,90.64516129,29.89016129,6.585483871,9.891935484,,0,210.8537196,12,148,10.23648649,57.85810811,6/29/16 4:00,6/29/16 21:39,6/29/16 5:16,6/29/16 20:22
1166,6/30/16,All,All,1166,6/30/16 0:00,6/30/16 0:00,0.153285158,66.9,66,97,29.92,8,9.2,,0,260,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1171,6/30/16,All,All,1171,6/30/16 1:00,6/30/16 1:00,0.088956591,68,66,93,29.91,8,8.1,,0,280,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1176,6/30/16,All,All,1176,6/30/16 2:00,6/30/16 2:00,0.075534139,66,64.9,96,29.92,10,6.9,,0,290,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1181,6/30/16,All,All,1181,6/30/16 3:00,6/30/16 3:00,0.151224831,64.9,63,93,29.92,10,5.8,,0,290,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1186,6/30/16,All,All,1186,6/30/16 4:00,6/30/16 4:00,0.337295865,64.9,61,87,29.93,10,4.6,,0,290,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1191,6/30/16,All,All,1191,6/30/16 5:00,6/30/16 5:00,0.578627957,64,60.1,87,29.94,10,6.9,,0,290,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1196,6/30/16,All,All,1196,6/30/16 6:00,6/30/16 6:00,0.784232361,64,60.1,87,29.96,10,6.9,,0,300,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1201,6/30/16,All,All,1201,6/30/16 7:00,6/30/16 7:00,0.885165254,66,61,84,29.98,10,4.6,,0,310,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1206,6/30/16,All,All,1206,6/30/16 8:00,6/30/16 8:00,0.864220533,69.1,62.1,78,30,10,8.1,,0,310,26,1,6,10,54.33333333,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1211,6/30/16,All,All,1211,6/30/16 9:00,6/30/16 9:00,0.727580586,72,62.1,71,30,10,5.8,,0,0,26,3,18,10.88888889,74.77777778,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1216,6/30/16,All,All,1216,6/30/16 10:00,6/30/16 10:00,0.488000685,75,61,62,30,10,3.5,,0,0,26,3,60,11.53333333,60.35,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1221,6/30/16,All,All,1221,6/30/16 11:00,6/30/16 11:00,0.222523944,75.9,60.1,58,30.01,10,0,,0,0,26,1,15,13,40.66666667,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1226,6/30/16,All,All,1226,6/30/16 12:00,6/30/16 12:00,0.047212973,78.1,62.1,58,30.01,10,6.9,,0,210,26,1,5,10,105.8,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1231,6/30/16,All,All,1231,6/30/16 13:00,6/30/16 13:00,-0.009751997,78.1,60.1,54,30.02,10,10.4,,0,230,26,2,8,11,82.5,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1236,6/30/16,All,All,1236,6/30/16 14:00,6/30/16 14:00,0.008526004,78.1,59,52,30.01,10,11.5,,0,220,26,3,29,11.24137931,58.10344828,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1241,6/30/16,All,All,1241,6/30/16 15:00,6/30/16 15:00,0.106261959,77,59,54,30.01,10,15,,0,210,26,3,29,11.44827586,56.03448276,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1246,6/30/16,All,All,1246,6/30/16 16:00,6/30/16 16:00,0.312100687,75.9,61,60,30.01,10,16.1,,0,220,26,1,7,12,67.14285714,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1251,6/30/16,All,All,1251,6/30/16 17:00,6/30/16 17:00,0.592794076,75.9,63,64,30.01,10,17.3,,0,230,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1256,6/30/16,All,All,1256,6/30/16 18:00,6/30/16 18:00,0.864120453,73.9,64,71,30.01,10,17.3,,0,230,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1261,6/30/16,All,All,1261,6/30/16 19:00,6/30/16 19:00,1.046037285,72,64,76,30.02,10,13.8,,0,230,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1266,6/30/16,All,All,1266,6/30/16 20:00,6/30/16 20:00,1.100862779,71.1,63,75,30.04,10,15,,0,230,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1271,6/30/16,All,All,1271,6/30/16 21:00,6/30/16 21:00,1.027932323,69.1,64,84,30.04,10,15,,0,230,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1276,6/30/16,All,All,1276,6/30/16 22:00,6/30/16 22:00,0.829455404,68,64.9,90,30.06,10,13.8,,0,230,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1281,6/30/16,All,All,1281,6/30/16 23:00,6/30/16 23:00,0.545673992,68,64.9,90,30.06,10,11.5,,0,240,26,0,0,,,6/30/16,70.9125,62.26666667,75.58333333,29.99708333,9.916666667,9.8,,0,262.1827299,15,177,11.42937853,61.42372881,6/30/16 4:00,6/30/16 21:39,6/30/16 5:17,6/30/16 20:22
1286,7/1/16,All,All,1286,7/1/16 0:00,7/1/16 0:00,0.286772993,66.9,64,90,30.06,10,10.4,,0,250,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1291,7/1/16,All,All,1291,7/1/16 1:00,7/1/16 1:00,0.127269946,66,62.1,87,30.06,10,8.1,,0,250,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1296,7/1/16,All,All,1296,7/1/16 2:00,7/1/16 2:00,0.043745954,66.9,63,87,30.06,10,9.2,,0,230,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1301,7/1/16,All,All,1301,7/1/16 3:00,7/1/16 3:00,0.02307965,64.9,63,93,30.06,10,6.9,,0,240,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1306,7/1/16,All,All,1306,7/1/16 4:00,7/1/16 4:00,0.10864896,66,63,90,30.06,10,6.9,,0,240,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1311,7/1/16,All,All,1311,7/1/16 5:00,7/1/16 5:00,0.310033817,66,63,90,30.06,10,10.4,,0,200,26,1,3,12,60,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1316,7/1/16,All,All,1316,7/1/16 6:00,7/1/16 6:00,0.566225397,66.9,64.9,93,,10,11.5,,0,210,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1321,7/1/16,All,All,1321,7/1/16 7:00,7/1/16 7:00,0.788817338,70,64.9,84,30.06,10,8.1,,0,210,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1326,7/1/16,All,All,1326,7/1/16 8:00,7/1/16 8:00,0.907694125,71.1,66,84,30.07,10,12.7,,0,190,26,3,37,11.51351351,84.27027027,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1331,7/1/16,All,All,1331,7/1/16 9:00,7/1/16 9:00,0.895676957,72,66.9,84,30.06,10,11.5,,0,190,26,4,227,12.29955947,113.092511,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1336,7/1/16,All,All,1336,7/1/16 10:00,7/1/16 10:00,0.748077886,73,66.9,81,30.06,10,13.8,,0,200,26,8,262,11.46183206,76.72900763,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1341,7/1/16,All,All,1341,7/1/16 11:00,7/1/16 11:00,0.485447307,75,66.9,76,30.06,10,10.4,,0,190,26,6,87,12.2183908,70.71264368,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1346,7/1/16,All,All,1346,7/1/16 12:00,7/1/16 12:00,0.205596323,72.75,67.1,82.5,30.045,10,10.95,,0,175,26,5,197,11.70558376,96.68020305,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1351,7/1/16,All,All,1351,7/1/16 13:00,7/1/16 13:00,0.026511074,71.8,66.1,82,30.035,10,10.35,,0,165,26,4,103,11.91262136,96.15533981,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1356,7/1/16,All,All,1356,7/1/16 14:00,7/1/16 14:00,-0.034598229,71.73333333,66.43333333,83.33333333,30.02,10,12.3,,0,160,26,1,37,12,104.6486486,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1361,7/1/16,All,All,1361,7/1/16 15:00,7/1/16 15:00,-0.015784774,73.9,66.9,79,30,10,12.7,,0,160,26,1,16,12,105.875,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1366,7/1/16,All,All,1366,7/1/16 16:00,7/1/16 16:00,0.095040627,73.56666667,67.03333333,80,29.95666667,10,13.83333333,24.2,0,163.3295631,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1371,7/1/16,All,All,1371,7/1/16 17:00,7/1/16 17:00,0.318225729,72.66666667,68,85,29.95,10,11.53333333,,0,170,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1376,7/1/16,All,All,1376,7/1/16 18:00,7/1/16 18:00,0.613161817,71.8,69.45,92.5,29.935,10,11.5,,0,85,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1381,7/1/16,All,All,1381,7/1/16 19:00,7/1/16 19:00,0.898183159,71.1,69.1,93,29.94,10,11.5,,0,180,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1386,7/1/16,All,All,1386,7/1/16 20:00,7/1/16 20:00,1.093453318,71.43333333,69.86666667,94.66666667,29.91,9.333333333,15.55,,0.02,199.7064809,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1391,7/1/16,All,All,1391,7/1/16 21:00,7/1/16 21:00,1.154673594,69.9,69.9,100,,8,,,0.06,0,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1396,7/1/16,All,All,1396,7/1/16 22:00,7/1/16 22:00,1.071535716,,,,,9,,,0.08,0,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1401,7/1/16,All,All,1401,7/1/16 23:00,7/1/16 23:00,0.846059353,,,,,8.5,,,0.34,0,26,0,0,,,7/1/16,70.89411765,66.75588235,86.88235294,30.00714286,9.641025641,11.29333333,24.2,0.5,189.209726,16,969,11.85655315,92.6119711,7/1/16 4:01,7/1/16 21:38,7/1/16 5:17,7/1/16 20:22
1406,7/2/16,All,All,1406,7/2/16 0:00,7/2/16 0:00,0.535282963,66.43333333,64.26666667,92.66666667,29.87,10,9.2,,0,226.2621069,26,0,0,,,7/2/16,68.0725,62.265,83.325,29.90342105,7.5075,10.64358974,19.18333333,0,264.1649191,19,1230,13.57723577,101.8186992,7/2/16 4:01,7/2/16 21:38,7/2/16 5:18,7/2/16 20:22
1411,7/2/16,All,All,1411,7/2/16 1:00,7/2/16 1:00,0.260356167,69.45,67.45,93.5,29.855,10,15,,0,220,26,0,0,,,7/2/16,68.0725,62.265,83.325,29.90342105,7.5075,10.64358974,19.18333333,0,264.1649191,19,1230,13.57723577,101.8186992,7/2/16 4:01,7/2/16 21:38,7/2/16 5:18,7/2/16 20:22
1416,7/2/16,All,All,1416,7/2/16 2:00,7/2/16 2:00,0.088061621,68.48333333,67.88333333,98,29.848,1.8,11.31666667,,0,236.6704369,26,0,0,,,7/2/16,68.0725,62.265,83.325,29.90342105,7.5075,10.64358974,19.18333333,0,264.1649191,19,1230,13.57723577,101.8186992,7/2/16 4:01,7/2/16 21:38,7/2/16 5:18,7/2/16 20:22
1421,7/2/16,All,All,1421,7/2/16 3:00,7/2/16 3:00,-0.005971825,66.8,66.43333333,98.66666667,29.84666667,1.166666667,9.6,,0,246.6704369,26,0,0,,,7/2/16,68.0725,62.265,83.325,29.90342105,7.5075,10.64358974,19.18333333,0,264.1649191,19,1230,13.57723577,101.8186992,7/2/16 4:01,7/2/16 21:38,7/2/16 5:18,7/2/16 20:22
